  9.8723001e-001	 -1.5717790e-001	  2.5923091e-002	
  1.5752287e-001	  9.8744438e-001	 -1.1837822e-002	
 -2.3736967e-002	  1.5770133e-002	  9.9959385e-001	
  3.6293481e+001	 -4.2167153e+000	 -6.1206673e+000	
  9.9720071e-001	  5.9598480e-002	 -4.5152592e-002	
 -6.1198223e-002	  9.9751474e-001	 -3.4916039e-002	
  4.2959433e-002	  3.7581557e-002	  9.9836973e-001	
  2.8083912e+001	 -1.8835413e+001	 -2.8467923e+000	
  9.4030500e-001	 -1.2549700e-001	 -3.1634900e-001	
  1.2214500e-001	  9.9204400e-001	 -3.0490300e-002	
  3.1765900e-001	 -9.9700900e-003	  9.4815300e-001	
  4.0396000e+001	 -4.6449000e+000	  1.4477500e+001	
  9.7334300e-001	 -7.7149400e-002	 -2.1598500e-001	
  6.5251500e-002	  9.9595900e-001	 -6.1698600e-002	
  2.1987200e-001	  4.5960100e-002	  9.7444500e-001	
  3.7453900e+001	 -7.1838800e+000	  5.3171600e+000	
  9.3098700e-001	 -1.6519200e-001	 -3.2553900e-001	
  1.5826200e-001	  9.8623700e-001	 -4.7854900e-002	
  3.2896400e-001	 -6.9695900e-003	  9.4431600e-001	
  4.2330500e+001	 -1.4941400e+000	  1.5329500e+001	
  9.2266700e-001	 -1.5165400e-002	 -3.8530000e-001	
  7.4365700e-002	  9.8746600e-001	  1.3921400e-001	
  3.7835900e-001	 -1.5710100e-001	  9.1223000e-001	
  3.6369300e+001	 -1.3733000e+001	  2.7310200e+001	
  8.2854300e-001	 -1.8776600e-001	 -5.2750400e-001	
  1.6613000e-001	  9.8211200e-001	 -8.8645700e-002	
  5.3471300e-001	 -1.4187600e-002	  8.4491500e-001	
  4.8303100e+001	  1.7356500e+000	  2.9387000e+001	
  9.1081500e-001	 -1.6461800e-002	 -4.1248700e-001	
  5.9629700e-002	  9.9397100e-001	  9.2001600e-002	
  4.0848600e-001	 -1.0839300e-001	  9.0630600e-001	
  3.4735200e+001	 -1.2941400e+001	  2.6921300e+001	
  8.9313700e-001	 -6.3802900e-002	 -4.4523700e-001	
  9.6210800e-002	  9.9407700e-001	  5.0543300e-002	
  4.3937500e-001	 -8.7978500e-002	  8.9398400e-001	
  3.9101300e+001	 -9.2784800e+000	  2.7646800e+001	
  9.1149500e-001	 -1.0731300e-001	 -3.9706300e-001	
  1.2889400e-001	  9.9126400e-001	  2.7984700e-002	
  3.9059200e-001	 -7.6687200e-002	  9.1736500e-001	
  4.0292100e+001	 -6.3383500e+000	  2.3615600e+001	
1.000000	0.000000	0.000000 
0.000000	1.000000	0.000000 
0.000000	0.000000	1.000000 
0.000000	0.000000	0.000000 
1.000000	0.000000	0.000000 
0.000000	1.000000	0.000000 
0.000000	0.000000	1.000000 
0.000000	0.000000	0.000000 
1.000000	0.000000	0.000000 
0.000000	1.000000	0.000000 
0.000000	0.000000	1.000000 
0.000000	0.000000	0.000000 
1.000000	0.000000	0.000000 
0.000000	1.000000	0.000000 
0.000000	0.000000	1.000000 
0.000000	0.000000	0.000000 
1.000000	0.000000	0.000000 
0.000000	1.000000	0.000000 
0.000000	0.000000	1.000000 
0.000000	0.000000	0.000000
