  9.9754392e-001	 -2.3624611e-002	 -6.5939332e-002	
  2.3117564e-002	  9.9969711e-001	 -8.4421592e-003	
  6.6118802e-002	  6.8970679e-003	  9.9778792e-001	
  2.2275630e+001	 -2.1351885e+001	  5.1612091e+000	
  9.9439103e-001	  1.0569820e-001	 -3.7919306e-003	
 -1.0504557e-001	  9.9115889e-001	  8.1052340e-002	
  1.2325493e-002	 -8.0199394e-002	  9.9670263e-001	
  1.5814098e+001	 -3.0519322e+001	  7.3656020e+000	
  9.9846900e-001	 -5.1062500e-002	  2.1258100e-002	
  5.1623300e-002	  9.9830900e-001	 -2.6733800e-002	
 -1.9856800e-002	  2.7790700e-002	  9.9941600e-001	
  2.2919300e+001	 -1.9474500e+001	 -1.8490500e-001	
  9.9586600e-001	 -4.9090800e-002	  7.6412200e-002	
  5.1173000e-002	  9.9836300e-001	 -2.5537400e-002	
 -7.5033800e-002	  2.9341300e-002	  9.9675000e-001	
  2.1086200e+001	 -1.9818200e+001	 -2.8864100e+000	
  9.9994400e-001	  7.9503400e-003	 -6.9459200e-003	
 -7.2895400e-003	  9.9587000e-001	  9.0499300e-002	
  7.6365200e-003	 -9.0444200e-002	  9.9587200e-001	
  2.0633300e+001	 -2.5833500e+001	  8.5686500e+000	
  9.5621400e-001	 -1.7328800e-001	 -2.3585300e-001	
  1.7513600e-001	  9.8445600e-001	 -1.3255100e-002	
  2.3448300e-001	 -2.8632500e-002	  9.7169900e-001	
  3.3644100e+001	 -1.1092300e+001	  2.0559100e+001	
  9.8970000e-001	 -9.6062600e-002	 -1.0614600e-001	
  1.1082700e-001	  9.8345300e-001	  1.4331100e-001	
  9.0623000e-002	 -1.5359800e-001	  9.8396900e-001	
  3.0409900e+001	 -2.0279500e+001	  1.6574000e+001	
  9.9965800e-001	 -2.6114600e-002	 -1.6782300e-003	
  2.5344200e-002	  9.5021200e-001	  3.1057200e-001	
 -6.5152400e-003	 -3.1050700e-001	  9.5054900e-001	
  2.1214900e+001	 -3.0029000e+001	  2.5488500e+001	
  9.9716200e-001	 -4.3447200e-003	 -7.5151100e-002	
  1.7378300e-002	  9.8465200e-001	  1.7366200e-001	
  7.3243100e-002	 -1.7447500e-001	  9.8193300e-001	
  2.2966700e+001	 -2.7243200e+001	  1.8071400e+001	
  9.9773800e-001	 -2.8042300e-002	 -6.1083000e-002	
  4.0821800e-002	  9.7481100e-001	  2.1926700e-001	
  5.3395700e-002	 -2.2126400e-001	  9.7375100e-001	
  2.4035400e+001	 -2.7125600e+001	  2.0367000e+001	
1.000000	0.000000	0.000000 
0.000000	1.000000	0.000000 
0.000000	0.000000	1.000000 
0.000000	0.000000	0.000000 
1.000000	0.000000	0.000000 
0.000000	1.000000	0.000000 
0.000000	0.000000	1.000000 
0.000000	0.000000	0.000000 
1.000000	0.000000	0.000000 
0.000000	1.000000	0.000000 
0.000000	0.000000	1.000000 
0.000000	0.000000	0.000000 
1.000000	0.000000	0.000000 
0.000000	1.000000	0.000000 
0.000000	0.000000	1.000000 
0.000000	0.000000	0.000000 
1.000000	0.000000	0.000000 
0.000000	1.000000	0.000000 
0.000000	0.000000	1.000000 
0.000000	0.000000	0.000000
