 -5.3796100e+001	  7.0707200e+001	  1.2879900e+001	
 -5.1392400e+005	 -7.1044700e+005	 -8.0330700e+005	
  4.9893100e-001	  4.4135600e-001	  7.4583700e-001	
  7.9832000e-001	 -5.6898500e-001	 -1.9733700e-001	
  3.3727400e-001	  6.9387400e-001	 -6.3622700e-001	
 -6.3699500e+001	  4.9771200e+001	  8.1625700e+000	
 -6.6629300e+004	 -7.7229400e+004	 -8.5876600e+004	
  7.4402500e-001	 -5.3258500e-001	 -4.0346000e-001	
  6.4630800e-001	  4.2053700e-001	  6.3673700e-001	
 -1.6944700e-001	 -7.3450800e-001	  6.5710400e-001	
 -4.6991900e+001	  6.9557700e+001	  3.1974700e+001	
 -4.9734700e+004	 -1.2505900e+005	 -1.4141900e+005	
  5.4386869e-001	 -8.3441464e-001	 -8.9225811e-002	
  9.1516375e-002	  1.6466828e-001	 -9.8209359e-001	
  8.3416659e-001	  5.2596408e-001	  1.6591979e-001	
 -5.2378800e+001	  5.6616800e+001	  2.3918200e+001	
 -3.1539500e+004	 -4.3724800e+004	 -5.4176900e+004	
  9.3039500e-001	 -1.7675700e-001	 -3.2112700e-001	
  4.7680000e-002	  9.2697200e-001	 -3.7208800e-001	
  3.6344500e-001	  3.3087700e-001	  8.7087800e-001	
 -6.0463200e+001	  4.5461400e+001	  2.9061900e+001	
 -1.9378300e+004	 -3.9694400e+004	 -4.2990400e+004	
  7.0476200e-002	 -8.7125600e-001	 -4.8574300e-001	
 -6.3127200e-001	  3.3808300e-001	 -6.9799400e-001	
  7.7235300e-001	  3.5582800e-001	 -5.2617200e-001	
 -5.1342000e+001	  3.7644300e+001	  3.2796100e+001	
 -7.8442800e+003	 -1.1444400e+004	 -1.2987800e+004	
  6.0656771e-001	 -7.9063161e-001	 -8.3537778e-002	
  1.8708201e-001	  2.4406825e-001	 -9.5154157e-001	
  7.7270760e-001	  5.6154513e-001	  2.9595586e-001	
 -5.5165200e+001	  7.4405100e+001	  4.3464100e+001	
 -1.8125400e+004	 -3.2766500e+004	 -3.5751300e+004	
  5.5205478e-001	 -7.8877555e-001	  2.7031311e-001	
 -6.5752876e-001	 -6.1118259e-001	 -4.4058015e-001	
  5.1273023e-001	  6.5484849e-002	 -8.5604948e-001	
 -4.2351000e+001	  7.5403900e+001	  4.7491300e+001	
 -3.5505700e+004	 -6.5222000e+004	 -7.2756900e+004	
  8.2969885e-001	 -4.9944217e-001	 -2.4931541e-001	
 -5.5505101e-001	 -7.8560751e-001	 -2.7338511e-001	
 -5.9323457e-002	  3.6520983e-001	 -9.2903361e-001	
 -5.8324200e+001	  6.2462100e+001	  3.9458600e+001	
 -8.9629000e+004	 -1.5269400e+005	 -1.8754400e+005	
 -7.2939951e-001	  6.5483882e-001	  1.9789995e-001	
  1.5130530e-001	 -1.2769690e-001	  9.8020361e-001	
  6.6714618e-001	  7.4490352e-001	 -5.9383081e-003	
 -6.2967200e+001	  5.0314100e+001	  4.0108800e+001	
 -8.2220100e+004	 -1.2097800e+005	 -1.5333800e+005	
  3.5344400e-001	 -9.2976000e-001	 -1.0306800e-001	
 -4.7698700e-001	 -8.4343500e-002	 -8.7485400e-001	
  8.0471100e-001	  3.5837400e-001	 -4.7329500e-001	
 -4.0537200e+001	  8.8495400e+001	  5.4509000e+001	
 -4.2093700e+004	 -8.2421400e+004	 -8.4315100e+004	
  2.9670600e-001	 -8.2478400e-001	  4.8134900e-001	
  8.1108100e-001	 -4.8422200e-002	 -5.8292600e-001	
  5.0409600e-001	  5.6337000e-001	  6.5460000e-001	
 -6.4019800e+001	  7.9954500e+001	  5.3158100e+001	
 -8.6232100e+004	 -1.6262600e+005	 -1.7661300e+005	
 -5.8008100e-001	 -3.0637900e-001	  7.5474400e-001	
  5.1417900e-001	 -8.5636300e-001	  4.7558100e-002	
  6.3176400e-001	  4.1566100e-001	  6.5429400e-001	
 -7.2198500e+001	  6.7977300e+001	  5.3441400e+001	
 -5.6459100e+004	 -1.0893800e+005	 -1.2495800e+005	
 -7.1137900e-001	  5.5930000e-001	  4.2558500e-001	
  1.3586900e-001	 -4.8468200e-001	  8.6407400e-001	
  6.8955000e-001	  6.7250800e-001	  2.6880100e-001	
 -7.4626400e+001	  5.5583900e+001	  5.3146700e+001	
 -1.9434000e+004	 -6.4164400e+004	 -6.7044900e+004	
 -6.8437300e-001	 -7.2830000e-001	  3.4812600e-002	
 -1.4214100e-003	 -4.6412500e-002	 -9.9892100e-001	
  7.2913000e-001	 -6.8368400e-001	  3.0728300e-002	
 -7.1947000e+001	  4.1783100e+001	  5.2696000e+001	
 -2.6843200e+004	 -8.2368900e+004	 -9.0318700e+004	
 -6.3765900e-001	 -2.5914700e-003	 -7.7031400e-001	
 -3.4926000e-001	  8.9227600e-001	  2.8611300e-001	
  6.8659200e-001	  4.5148200e-001	 -5.6987300e-001	
